image_path,true_label,predicted_label,correct,confidence,inference_time_sec,model_name,split
data/processed/test\Amanita\226_zzTeEGVX8nY.jpg,Amanita,Russula,False,0.7506557703018188,0.002796099986881,BaselineCNN,test
data/processed/test\Amanita\229_AAkARuMGR0c.jpg,Amanita,Amanita,True,0.8332442045211792,0.0028535000019473,BaselineCNN,test
data/processed/test\Amanita\238_7M5xzSG_g_A.jpg,Amanita,Amanita,True,0.999556005001068,0.0028293000068515,BaselineCNN,test
data/processed/test\Amanita\239_m__Mvvi_6yk.jpg,Amanita,Amanita,True,0.9933990240097046,0.0028203999972902,BaselineCNN,test
data/processed/test\Amanita\245_hJy0oklu5jA.jpg,Amanita,Entoloma,False,0.6852155327796936,0.0027552999963518,BaselineCNN,test
data/processed/test\Amanita\254_Lyi3XcTltRs.jpg,Amanita,Russula,False,0.6531599164009094,0.0028157000051578,BaselineCNN,test
data/processed/test\Amanita\262_lkxMPar_qU4.jpg,Amanita,Lactarius,False,0.298726350069046,0.0024695000029169,BaselineCNN,test
data/processed/test\Amanita\266_1lFPzGUJdrw.jpg,Amanita,Cortinarius,False,0.4870031177997589,0.0027913999947486,BaselineCNN,test
data/processed/test\Amanita\267_Jv9rb_uZxxM.jpg,Amanita,Amanita,True,0.913315773010254,0.0024525000044377,BaselineCNN,test
data/processed/test\Amanita\269_y7diE9hqyqg.jpg,Amanita,Cortinarius,False,0.9834842085838318,0.0025860000023385,BaselineCNN,test
data/processed/test\Amanita\280_kmvGIrteUEU.jpg,Amanita,Amanita,True,0.9698216319084167,0.0025523000076645,BaselineCNN,test
data/processed/test\Amanita\283_A61Fv-WuOIQ.jpg,Amanita,Entoloma,False,0.8881776928901672,0.0026132999919354,BaselineCNN,test
data/processed/test\Amanita\284_hjYnEPCzZWs.jpg,Amanita,Boletus,False,0.9288029074668884,0.00248979999742,BaselineCNN,test
data/processed/test\Amanita\286_akbOrg8qrWc.jpg,Amanita,Amanita,True,0.9330118894577026,0.0024947999918367,BaselineCNN,test
data/processed/test\Amanita\291_8IJ4_ANpJLg.jpg,Amanita,Boletus,False,0.506615936756134,0.0027944999892497,BaselineCNN,test
data/processed/test\Amanita\296_sKFU2MHCmQI.jpg,Amanita,Boletus,False,0.9869965314865112,0.0025107000110438,BaselineCNN,test
data/processed/test\Amanita\301_arWVKBAl1xg.jpg,Amanita,Lactarius,False,0.5257143378257751,0.0024372999905608,BaselineCNN,test
data/processed/test\Amanita\304_fF9sgw_cuPo.jpg,Amanita,Lactarius,False,0.8596125245094299,0.0027734999894164,BaselineCNN,test
data/processed/test\Amanita\319_VSiBPtwZDwM.jpg,Amanita,Russula,False,0.5001433491706848,0.0027145000058226,BaselineCNN,test
data/processed/test\Amanita\323_sgZnWNFTFFc.jpg,Amanita,Boletus,False,0.9962245225906372,0.002409799999441,BaselineCNN,test
data/processed/test\Amanita\326_q3-8lXVmcVM.jpg,Amanita,Boletus,False,0.9632146954536438,0.0028080999909434,BaselineCNN,test
data/processed/test\Amanita\329_jpdnrnOYvm8.jpg,Amanita,Boletus,False,0.7343280911445618,0.0023877999919932,BaselineCNN,test
data/processed/test\Amanita\354_HFiOZg6IOL8.jpg,Amanita,Russula,False,0.9331302642822266,0.0024617000017315,BaselineCNN,test
data/processed/test\Amanita\355_e0Y8jDjEmzs.jpg,Amanita,Cortinarius,False,0.9476476311683656,0.0024941000010585,BaselineCNN,test
data/processed/test\Amanita\366_zzsJUWaNdxg.jpg,Amanita,Amanita,True,0.954059600830078,0.0024680999922566,BaselineCNN,test
data/processed/test\Amanita\372_5SYWecQTaKc.jpg,Amanita,Russula,False,0.9849900007247924,0.0024488000053679,BaselineCNN,test
data/processed/test\Amanita\373_YmenYH0HVC0.jpg,Amanita,Entoloma,False,0.4501869082450866,0.0024683000083314,BaselineCNN,test
data/processed/test\Amanita\377_qiZKoEIbfFk.jpg,Amanita,Suillus,False,0.4755899608135223,0.0024840999976731,BaselineCNN,test
data/processed/test\Amanita\381_t_eyYyXYB1k.jpg,Amanita,Cortinarius,False,0.7894331216812134,0.0028298999968683,BaselineCNN,test
data/processed/test\Amanita\389_1fQDmvX1jb8.jpg,Amanita,Amanita,True,0.8736093044281006,0.0024643999931868,BaselineCNN,test
data/processed/test\Amanita\395_tL3vBGNvjeI.jpg,Amanita,Amanita,True,0.5817927718162537,0.0026243000029353,BaselineCNN,test
data/processed/test\Amanita\408_Jn439YAL3hs.jpg,Amanita,Amanita,True,0.937128245830536,0.00279369999771,BaselineCNN,test
data/processed/test\Amanita\433_mzRZXazhvVU.jpg,Amanita,Amanita,True,0.4116672873497009,0.0024590999964857,BaselineCNN,test
data/processed/test\Amanita\438_gh-zSGziyQ4.jpg,Amanita,Russula,False,0.5302554965019226,0.0027663000073516,BaselineCNN,test
data/processed/test\Amanita\439_fP_ozmLLhb8.jpg,Amanita,Agaricus,False,0.9605036973953248,0.0027983000036329,BaselineCNN,test
data/processed/test\Amanita\451_V0quFnk9NFA.jpg,Amanita,Russula,False,0.914881706237793,0.0024456999963149,BaselineCNN,test
data/processed/test\Amanita\455_noEYaXjdZno.jpg,Amanita,Amanita,True,0.6171064376831055,0.0025944999943021,BaselineCNN,test
data/processed/test\Amanita\458_5BlPufQsqww.jpg,Amanita,Russula,False,0.4644464552402496,0.002788199999486,BaselineCNN,test
data/processed/test\Amanita\466_wUxyOxsT5Xc.jpg,Amanita,Amanita,True,0.977028787136078,0.002510300007998,BaselineCNN,test
data/processed/test\Amanita\470_Qn8LOp2zdbk.jpg,Amanita,Amanita,True,0.6112909317016602,0.0025042000052053,BaselineCNN,test
data/processed/test\Amanita\488_c9nCQvJtUrI.jpg,Amanita,Boletus,False,0.931387722492218,0.0025940000050468,BaselineCNN,test
data/processed/test\Amanita\490_GiCnvGBmknM.jpg,Amanita,Lactarius,False,0.920792043209076,0.0025125000101979,BaselineCNN,test
data/processed/test\Amanita\500_goYWhHd_SfA.jpg,Amanita,Agaricus,False,0.9432451128959656,0.0024396000080741,BaselineCNN,test
data/processed/test\Amanita\520_7tXL64TQTpg.jpg,Amanita,Amanita,True,0.9950908422470092,0.0024667000107001,BaselineCNN,test
data/processed/test\Amanita\537_5FMMhBffQ9Y.jpg,Amanita,Boletus,False,0.5784882307052612,0.0024488999915774,BaselineCNN,test
data/processed/test\Amanita\538_EwaPkcP6eTM.jpg,Amanita,Amanita,True,0.9985733032226562,0.0024377000081585,BaselineCNN,test
data/processed/test\Amanita\561_E5bsDlNUJ-Y.jpg,Amanita,Boletus,False,0.999756157398224,0.0028808999923057,BaselineCNN,test
data/processed/test\Amanita\571_l1hoa0Kgm0U.jpg,Amanita,Amanita,True,0.6028690934181213,0.002439099989715,BaselineCNN,test
data/processed/test\Amanita\577_XqZEGat0kl8.jpg,Amanita,Russula,False,0.7724276185035706,0.00279810000211,BaselineCNN,test
data/processed/test\Amanita\579_PS9igVuOoHE.jpg,Amanita,Amanita,True,0.847057580947876,0.0028204999980516,BaselineCNN,test
data/processed/test\Amanita\586_kLoafsSiyT8.jpg,Amanita,Amanita,True,0.9431450963020324,0.002497299996321,BaselineCNN,test
data/processed/test\Amanita\587_4e3oJGC88kg.jpg,Amanita,Amanita,True,0.9965369701385498,0.00273219999508,BaselineCNN,test
data/processed/test\Amanita\588_bh0TgHuuQ-g.jpg,Amanita,Agaricus,False,0.5405371785163879,0.0025708000030135,BaselineCNN,test
data/processed/test\Amanita\589_AnaL5Wx-reY.jpg,Amanita,Agaricus,False,0.993727445602417,0.0028357999981381,BaselineCNN,test
data/processed/test\Amanita\596_TzXaLH4_GW0.jpg,Amanita,Agaricus,False,0.5528920888900757,0.0024718999920878,BaselineCNN,test
data/processed/test\Amanita\597_t_LN8-XruiI.jpg,Amanita,Lactarius,False,0.951254665851593,0.0025839000009,BaselineCNN,test
data/processed/test\Amanita\600_jgKLD8sC_v4.jpg,Amanita,Lactarius,False,0.7902697920799255,0.003188599992427,BaselineCNN,test
data/processed/test\Amanita\620_JDQSDCTyXyg.jpg,Amanita,Amanita,True,0.9992885589599608,0.0027908000047318,BaselineCNN,test
data/processed/test\Amanita\646_zBDcRvL_RyM.jpg,Amanita,Entoloma,False,0.7086121439933777,0.0028566999972099,BaselineCNN,test
data/processed/test\Amanita\654_vhjqe9X5eec.jpg,Amanita,Russula,False,0.366574764251709,0.0025131000002147,BaselineCNN,test
data/processed/test\Amanita\664_AXOuF6j3tyo.jpg,Amanita,Lactarius,False,0.5689398050308228,0.0028763000009348,BaselineCNN,test
data/processed/test\Amanita\665_PrGfCOsVu8Y.jpg,Amanita,Lactarius,False,0.2761689722537994,0.0028554999880725,BaselineCNN,test
data/processed/test\Amanita\679_cIMzCCYdG38.jpg,Amanita,Exidia,False,0.6888678073883057,0.0025081999920075,BaselineCNN,test
data/processed/test\Amanita\682_B3EZBbmcFBE.jpg,Amanita,Agaricus,False,0.7150852084159851,0.0026014000031864,BaselineCNN,test
data/processed/test\Amanita\702_sR0HQkA_gkA.jpg,Amanita,Lactarius,False,0.9749797582626344,0.0024892000074032,BaselineCNN,test
data/processed/test\Amanita\713_znBkCzCEi-g.jpg,Amanita,Cortinarius,False,0.6844210624694824,0.0025922000058926,BaselineCNN,test
data/processed/test\Amanita\717_vlDmzuYG5og.jpg,Amanita,Inocybe,False,0.8124833703041077,0.002841100009391,BaselineCNN,test
data/processed/test\Amanita\739_t_b-1IKUbgE.jpg,Amanita,Boletus,False,0.7524825930595398,0.0029467999993357,BaselineCNN,test
data/processed/test\Amanita\742_j3CNLlK7ISo.jpg,Amanita,Amanita,True,0.9862289428710938,0.0029366000089794,BaselineCNN,test
data/processed/test\Amanita\746_Dh_6IpygI6I.jpg,Amanita,Cortinarius,False,0.5948036909103394,0.003576700008125,BaselineCNN,test
data/processed/test\Amanita\754_rDpMYIR-sFE.jpg,Amanita,Lactarius,False,0.9648283123970032,0.0025160999939544,BaselineCNN,test
data/processed/test\Amanita\756_w-xhasvBIT0.jpg,Amanita,Amanita,True,0.5801919102668762,0.0029465999978128,BaselineCNN,test
data/processed/test\Amanita\773_3H-0yRwiu6Y.jpg,Amanita,Russula,False,0.9950886368751526,0.0051172999956179,BaselineCNN,test
data/processed/test\Amanita\787_V5x9WHxsoqE.jpg,Amanita,Lactarius,False,0.7458954453468323,0.0046585000090999,BaselineCNN,test
data/processed/test\Boletus\0009_2hEUS66s6Gw.jpg,Boletus,Boletus,True,0.9999991655349731,0.002749200008111,BaselineCNN,test
data/processed/test\Boletus\0010_7M6YHrGZ3aM.jpg,Boletus,Cortinarius,False,0.5026692152023315,0.0027316999912727,BaselineCNN,test
data/processed/test\Boletus\0023_JAAEdifq1MY.jpg,Boletus,Cortinarius,False,0.7166539430618286,0.0024852000060491,BaselineCNN,test
data/processed/test\Boletus\0032_Sl_iMoAAJyU.jpg,Boletus,Boletus,True,0.9962204098701476,0.0025024999922607,BaselineCNN,test
data/processed/test\Boletus\0048_wGU2ETPlfqY.jpg,Boletus,Boletus,True,0.9999964237213136,0.0025044000067282,BaselineCNN,test
data/processed/test\Boletus\0051_rBIC-Uy9KzI.jpg,Boletus,Russula,False,0.6395924687385559,0.0024757999926805,BaselineCNN,test
data/processed/test\Boletus\0058_djB8UbX-XaU.jpg,Boletus,Amanita,False,0.830359160900116,0.0028516000020317,BaselineCNN,test
data/processed/test\Boletus\0060_ph1tt9Qik4Q.jpg,Boletus,Amanita,False,0.5681636333465576,0.0024683999945409,BaselineCNN,test
data/processed/test\Boletus\0074_-d_w6u6G7wA.jpg,Boletus,Boletus,True,0.5967716574668884,0.0028426999924704,BaselineCNN,test
data/processed/test\Boletus\0076_yMZR41Idcn0.jpg,Boletus,Boletus,True,0.942652940750122,0.0025104999949689,BaselineCNN,test
data/processed/test\Boletus\0081_Jy-UUrFwLMA.jpg,Boletus,Boletus,True,0.8631898164749146,0.0025261999981012,BaselineCNN,test
data/processed/test\Boletus\0090_PCyZBE7zH28.jpg,Boletus,Lactarius,False,0.6651321649551392,0.002509199999622,BaselineCNN,test
data/processed/test\Boletus\0100_Um24DDdxtxY.jpg,Boletus,Boletus,True,0.8229721784591675,0.0024677000037627,BaselineCNN,test
data/processed/test\Boletus\0110_A_F3PAXmwBw.jpg,Boletus,Lactarius,False,0.6649177074432373,0.0037002000026404,BaselineCNN,test
data/processed/test\Boletus\0142_osp5FSuBFx4.jpg,Boletus,Boletus,True,0.9909782409667968,0.0043486999929882,BaselineCNN,test
data/processed/test\Boletus\0148_GWuEw2WeFCY.jpg,Boletus,Boletus,True,0.8223098516464233,0.0024800000101095,BaselineCNN,test
data/processed/test\Boletus\0151_8qA6XqDaO10.jpg,Boletus,Lactarius,False,0.7439043521881104,0.0028285000007599,BaselineCNN,test
data/processed/test\Boletus\0155_cfBPq0uvW7U.jpg,Boletus,Russula,False,0.435868889093399,0.0027307999989716,BaselineCNN,test
data/processed/test\Boletus\0163_288vPbTy0u0.jpg,Boletus,Inocybe,False,0.384846031665802,0.002498599991668,BaselineCNN,test
data/processed/test\Boletus\0166_JjEOuNKkeSM.jpg,Boletus,Boletus,True,0.9937830567359924,0.0024313000030815,BaselineCNN,test
data/processed/test\Boletus\0176_J7Pq7LRCag0.jpg,Boletus,Boletus,True,0.9892269372940063,0.0024874999944586,BaselineCNN,test
data/processed/test\Boletus\0181_WPxAHfkr5nY.jpg,Boletus,Boletus,True,0.9965866804122924,0.0023922999971546,BaselineCNN,test
data/processed/test\Boletus\0186_8hd4Jt8Z_XU.jpg,Boletus,Cortinarius,False,0.8626212477684021,0.0024990999954752,BaselineCNN,test
data/processed/test\Boletus\0187__pRX2ASfyHE.jpg,Boletus,Boletus,True,0.981319546699524,0.0028134000021964,BaselineCNN,test
data/processed/test\Boletus\0196_uqGMdVItBRg.jpg,Boletus,Boletus,True,0.9999995231628418,0.0024620000040158,BaselineCNN,test
data/processed/test\Boletus\0203_9fok2txolHA.jpg,Boletus,Cortinarius,False,0.5169364809989929,0.0024871999921742,BaselineCNN,test
data/processed/test\Boletus\0205_qoM5hQot18c.jpg,Boletus,Boletus,True,0.7096895575523376,0.0024522000021534,BaselineCNN,test
data/processed/test\Boletus\0206_TyUG66hONcc.jpg,Boletus,Boletus,True,0.4726296365261078,0.0027673000004142,BaselineCNN,test
data/processed/test\Boletus\0207_oXbD8i2vkVg.jpg,Boletus,Lactarius,False,0.8608748316764832,0.0028058999887434,BaselineCNN,test
data/processed/test\Boletus\0227_j49x_C5p-CU.jpg,Boletus,Boletus,True,0.997197151184082,0.0024642000062158,BaselineCNN,test
